"","year","Montgomery AL","Mobile AL","Phoenix AZ","Flagstaff AZ","Fort Smith AR","Sacramento CA","LosAngeles CA","Fresno CA","Eureka CA","Grand Junction CO","Denver CO","Colorado Springs CO","Tampa FL","Pensacola FL","Jacksonville FL","Washington DC DC","Savannah GA","Augusta GA","Atlanta GA","Boise ID","Springfield  IL","Moline IL","Chicago IL","Indianapolis IN","Evansville IN","Cedar Rapids IA","Dubuque IA","Des Moines IA","Topeka KS","Dodge City KS","Concordia KS","Louisville KY","Shreveport LA","Portland ME","Baltimore MD","Boston MA","Sault Ste Marie MI","Marquette MI","Lansing MI","Grand Rapids MI","Detroit MI","Minneapolis MN","Duluth MN","Meridian MS","Springfield MO","Kansas City MO","Helena MT","Havre MT","Valentine NE","Omaha NE","North Platte NE","Winnemucca NV","Concord NH","Roswell NM","Albuquerque NM","Rochester NY","New York NY","Albany NY","Raleigh NC","Charlotte NC","Williston ND","Fargo ND","Bismarck ND","Columbus OH","Oklahoma OK","Pittsburgh PA","Philadelphia PA","Middletown Harrisburg PA","Erie PA","Columbia SC","Sioux Falls SD","Huron SD","Nashville TN","Memphis TN","Chattanooga TN","San Antonio TX","Houston TX","Dallas Fort Worth TX","Corpus Christi TX","Amarillo TX","Abilene TX","Salt Lake City UT","Norfolk VA","Lynchburg VA","Spokane WA","Seattle WA","Eau Claire WI","Milwaukee WI","Madison WI","La Crosse WI","Green Bay WI","Lander WY","Cheyenne WY"
"76",1925,2.735,-3.758,-0.645,0.537,-7.547,NA,-1.972,-1.242,-5.326,0.313,-1.287,NA,-1.281,-0.989,-4.084,-1.116,-2.398,-2.751,0.747,0.315,-1.56,-1.811,NA,-0.954,-0.922,NA,-2.918,-1.01,-2.135,-0.896,-4.38,-1.109,-6.567,NA,-1.45,-2.003,-2.609,-1.94,-0.509,-1.294,-0.734,-1.771,-3.808,-1.378,-3.539,-0.736,1.193,1.906,-0.981,-4.376,-2.261,-0.273,-2.488,-0.51,-0.644,-0.488,-1.469,-2.165,-1.506,-1.425,1.111,-0.495,-1.633,-1.605,-0.786,-0.995,-2.655,-0.747,-4.713,-7.207,-0.651,0.798,-0.315,-4.756,1.359,-2.241,0.234,-1.477,-4.196,1.82,-1.264,1.221,-5.444,-5.191,-3.249,-4.511,0.535,-0.154,0.274,-0.934,0.204,0.385,1.127
"77",1926,3.748,-3.54,0.076,-0.143,-6.161,NA,-2.45,-1.54,-5.36,0.259,-1.208,NA,-0.773,-0.222,-2.878,-0.588,-0.723,-2.442,1.267,0.004,0.891,-0.888,NA,-0.208,-1.868,NA,-2.898,0.027,-1.754,-0.332,-4.384,-1.868,-4.901,NA,-0.536,-1.735,-3.583,-2.291,-0.375,-1.792,-0.029,-1.955,-4.155,-0.835,-3.161,-1.451,0.618,0.993,-1.061,-3.726,-2.12,-0.394,-3.487,-0.719,-0.888,-0.629,-0.476,-2.471,-1.716,-2.252,0.663,-1.231,-2.106,-1.179,0.254,-0.937,-1.391,-0.138,-4.039,-6.679,-0.473,0.192,0.814,-3.902,2.112,-1.968,2.055,-1.082,-3.268,2.802,0.058,1.076,-6.204,-6.059,-3.384,-5.36,1.308,-1.04,-0.226,-1.36,-0.09,0.442,1.772
"78",1927,2.29,-3.466,-0.311,0.378,-2.434,NA,-1.432,-0.824,-4.529,1.033,-0.544,NA,-1.05,-0.512,-3.09,-0.879,-1.42,-2.664,-0.047,0.097,2.261,0.036,NA,0.534,-0.369,NA,-1.244,-0.403,-0.019,0.872,-2.907,-0.493,-3.909,NA,-0.705,-1.543,-3.11,-1.922,-0.739,-2.109,0.233,-1.503,-3.481,0.429,-0.086,0.013,0.87,1.51,-0.397,-4.222,-2.061,0.09,-3.358,-0.857,-0.45,-0.809,1.026,-1.347,-2.102,-2.263,1.736,0.111,-1.165,-0.255,2.183,0.089,-1.015,-0.16,-4.348,-5.719,-0.023,0.498,0.959,-1.886,1.531,-0.704,3.958,-0.788,-1.531,2.638,0.913,1.728,-5.57,-5.746,-2.27,-4.965,1.449,-1.485,0.146,-1.358,0.214,0.614,2.372
"79",1928,2.427,-4.732,-0.802,-0.263,-1.942,-3.945,-2.312,-1.638,-3.824,1.283,-0.861,-1.023,0.189,-1.369,-1.874,-0.199,-0.167,-1.124,0.128,-0.223,1.73,0.277,NA,0.44,0.096,NA,-1.759,0.84,-0.381,1.691,-2.453,0.005,-2.905,NA,-0.119,-1.223,-2.706,-2.089,-0.775,-1.457,-0.215,-1.737,-2.458,-0.13,0.859,0.689,0.837,1.595,0.016,-3.458,-1.597,-0.387,-3.097,-0.304,-0.372,-0.405,1.761,-1.004,-1.213,-1.017,1.878,0.464,-0.913,-0.224,1.469,0.313,-0.851,0.442,-4.991,-2.89,0.038,-0.103,1.522,-1.697,2.261,-0.675,2.891,0.223,0.039,4.06,1.897,1.346,-4.635,-4.686,-2.207,-5.301,1.487,-1.084,1.01,-0.527,-0.039,0.806,1.913
"80",1929,3.409,-2.474,-1.329,-1.539,-0.579,-4.33,-2.362,-1.598,-5.409,1.558,-0.692,-0.371,0.214,-3.351,-2.684,-0.575,0.4,NA,0.924,-0.486,NA,-0.309,NA,1.364,0.089,NA,-3.73,-0.227,0.095,2.511,-2.465,-0.497,-4.296,NA,-0.595,-1.775,-2.736,-1.561,-0.787,-1.256,0.016,-2.085,-2.519,-1.141,1.068,1.832,1.235,1.807,1.378,-3.859,-1.728,-0.669,-2.89,-1.255,-0.617,-0.462,0.47,-1.382,0.597,0.127,1.999,-0.522,-0.778,0.208,1.224,-0.344,-1.607,1.099,-4.81,-1.153,0.639,-0.65,0.555,-2.338,4.635,-2.781,0.293,-2.242,-0.825,3.746,0.941,1.297,-3.648,-4.49,-2.842,-6.432,1.133,-1.368,0.688,-0.723,0.023,0.959,2.37
"81",1930,0.9,-4.668,-1.173,-1.348,-0.382,-4.625,-2.08,-1.858,-6.911,1.578,-0.761,0.154,0.917,-4.263,-3.96,-2.45,-1.169,NA,-1.914,-0.397,NA,-0.056,NA,0.512,-1.542,NA,-3.626,-1.339,-0.023,2.128,-2.413,-1.724,-4.688,NA,-3.283,-2.904,-2.952,-1.791,-1.78,-2.165,-0.46,-2.407,-3.165,-2.235,0.452,0.575,0.648,1.266,1.086,-4.125,-1.189,-0.509,-4.733,-1.5,-0.412,-0.433,-0.955,-2.882,-0.751,-1.448,1.86,-0.938,-0.217,-1.192,0.807,-1.451,-2.826,-0.606,-4.977,-1.605,-0.274,-1.298,-0.708,-4.422,1.604,-2.458,-2.006,-2.676,-0.373,3.322,0.08,0.811,-5.146,-6.867,-2.901,-7.475,NA,-2.132,0.96,-1.024,-1.222,0.939,2.847
"82",1931,-0.605,-3.462,-0.526,-1.607,0.005,-4.542,-2.178,-1.553,-7.513,1.456,-0.9,-1.246,0.757,-2.782,-4.584,-2.717,-3.17,NA,-2.638,-0.663,NA,-0.89,NA,-0.911,-2.446,NA,-4.164,-0.83,-0.092,1.952,-1.66,-3.277,-3.663,NA,-3.098,-2.798,-2.966,-1.634,-2.343,-3.315,-0.958,-2.593,-2.596,-1.203,-0.423,0.603,0.256,0.813,0.904,-3.426,-1.339,-0.597,-4.703,-1.27,-0.364,-0.119,-1.124,-2.531,1.081,-0.34,0.895,-1.248,-0.04,-1.687,1.272,-1.41,-2.443,-0.514,-5.432,-1.887,-0.919,-2.108,-1.288,-5.553,0.451,-2.811,-1.627,-1.505,1.264,2.633,1.345,0.308,-5.846,-6.405,-2.791,-7.848,NA,-2.87,0.599,-0.768,-1.048,0.684,2.801
"83",1932,-0.636,-3.528,-0.446,-1.92,0.242,-5.703,-2.633,-2.007,-8.093,1.522,-1.183,-0.791,0.436,-2.977,-4.373,-2.436,-4.318,NA,-3.07,-0.554,NA,-0.29,NA,-0.361,-2.006,NA,-4.574,-1.704,-1.156,1.362,-1.267,-3.33,-4.162,NA,-2.368,-2.747,-2.602,-2.218,-1.731,-3.693,-0.033,-2.861,-3.232,-1.004,0.28,0.158,0.013,1.061,0.582,-2.152,-1.285,-0.649,-4.995,-0.044,0.205,-0.023,-1.197,-2.519,1.246,-0.523,0.669,-1.523,-0.415,-1.894,2.154,-1.805,-0.922,0.643,-5.228,-2.197,-0.464,-2.29,-1.491,-3.869,1.365,-1.713,-3.392,-0.044,-0.334,2.762,3.51,-0.484,-7.993,-6.339,-2.365,-6.919,NA,-3.199,-0.129,-1.204,-2.549,0.346,2.389
"84",1933,-1.326,-3.223,-0.699,-2.467,-0.171,-5.341,-1.386,-2.04,-7.094,1.196,-2.118,-1.433,1.735,-5.683,-2.663,-1.085,-2.737,NA,-4.521,-1.006,NA,-0.161,NA,-0.307,-2.598,NA,-4.266,-2.799,-1.904,0.794,-2.309,-3.839,-3.153,NA,-0.738,-1.587,-2.214,-1.855,-1.671,-3.122,-0.775,-2.634,-2.911,-2.938,0.734,-0.859,-0.154,0.687,0.327,-3.317,-1.843,-1.024,-4.154,-1.103,0.549,-0.499,0.099,-2.176,0.158,-1.825,0.513,-1.904,-0.91,-2.81,0.241,-1.93,0.296,2.366,-5.171,-2.967,-1.314,-2.839,-1.479,-4.812,0.513,-3.22,-5.62,-0.848,-0.867,0.009,2.005,-1.369,-7.618,-6.13,-2.488,-5.217,NA,-2.733,-0.095,-0.575,-2.316,-0.491,1.903
"85",1934,-2.322,-1.903,-0.415,-2.661,-0.084,-5.482,-0.73,-1.949,-6.715,1.03,-2.332,-1.597,1.843,-4.685,-4.232,-0.873,-4.275,NA,-4.683,-0.81,NA,-0.1,NA,-1.657,-2.265,-0.027,-3.693,-3.263,-2.153,-0.005,-2.55,-4.634,-1.685,NA,-0.554,-1.746,-1.39,-1.421,-2.349,-3.445,-1.056,-3.201,-3.43,-1.289,-0.521,-1.487,-0.235,0.268,-0.3,-4.51,-1.806,-0.596,-3.022,-0.927,0.61,-1.147,0.911,-1.574,0.002,-2.371,-0.617,-2.583,-1.803,-3.934,0.444,-2.533,-0.179,1.929,-6.207,-4.878,-0.881,-4.052,-1.295,-4.606,0.759,-2.82,-4.97,-1.583,-0.229,-0.448,1.323,-1.611,-7.255,-5.304,-2.317,-4.932,NA,-3.061,-0.514,-0.14,-2.48,-0.813,1.368
"86",1935,-2.527,-1.538,0.202,-2.927,1.248,-4.817,-0.168,-1.574,-6.986,0.775,-1.587,-1.097,1.094,-2.872,-3.9,0.192,-4.055,NA,-3.958,-1.28,NA,-0.271,-0.786,-1.622,-1.368,0.193,-4.014,-2.19,-1.102,-1.117,-1.374,-3.212,-0.313,NA,1.326,-2.667,-0.801,-0.616,-1.993,-2.664,-1.761,-2.392,-2.555,-0.913,1.058,-1.881,-1.462,-0.729,-0.186,-4.365,-1.015,-0.796,-2.605,-1.084,1.166,-1.546,0.153,-1.337,0.611,-1.2,-0.588,-2.808,-1.374,-3.086,0.563,-1.907,1.217,0.836,-6.181,-3.671,0.34,-3.143,-1.055,-2.953,1.334,-0.026,-4.298,0.189,1.564,-1.252,1.851,-2.294,-6.263,-2.079,-2.507,-4.345,NA,-2.697,-0.382,0.479,-2.488,-0.317,1.423
"87",1936,-2.194,-3.559,-0.366,-2.655,-0.612,-4.939,-0.195,-1.217,-8.112,0.654,-1.238,-1.268,1.616,-3.371,-4.635,-0.052,-5.546,NA,-2.016,-1.466,NA,-0.809,-1.374,-2.45,-1.966,0.222,-4.446,-2.911,-2.055,-1.699,-1.771,-4.499,-2.539,NA,1.268,-2.043,-1.002,-1.147,-2.309,-3.057,-2.979,-3.109,-3.047,-1.122,-0.331,-3.223,-1.685,-1.03,-0.5,-4.884,-1.326,-0.544,-0.741,-1.374,0.766,-2.011,0.353,-0.423,3.15,1.687,-0.974,-3.843,-2.014,-3.64,-1.332,-1.604,0.596,1.108,-7.838,-1.394,0.464,-3.543,-2.392,-3.224,1.294,0.346,-5.592,-0.537,1.704,-1.905,0.986,-2.226,-4.413,0.319,-2.659,-3.853,NA,-2.581,-0.834,0.572,-3.766,-0.01,1.082
"88",1937,-0.801,-1.58,-0.402,-3.117,-2.537,-3.941,-0.261,-1.3,-7.269,0.143,-1.738,-1.848,3.639,0.48,-2.303,1.844,-3.917,NA,-0.39,-1.747,NA,-2.115,-2.631,-2.271,-2.254,-0.747,-5.061,-2.675,-4.442,-2.946,-2.926,-5.085,-1.942,NA,2.724,-1.811,-0.752,-1.091,-1.856,-2.986,-2.799,-3.869,-3.108,-0.372,-2.189,-5.134,-2.327,-1.801,-1.607,-4.599,-1.989,-0.706,0.636,-0.512,0.939,-2.217,0.044,-0.563,2.953,2.309,-1.936,-4.19,-2.438,-3.661,-2.744,-2.154,0.021,2.182,-7.454,-0.886,0.834,-4.088,-2.652,-3.609,1.458,0.678,-5.443,-0.245,1.834,-1.737,1.032,-2.989,-2.713,1.934,-3.104,-2.879,NA,-2.893,-1.454,0.222,-3.917,0.156,0.524
"89",1938,-1.859,-3.572,-0.461,-2.557,-1.962,-3.159,1.586,-0.34,-5.685,-0.082,-1.253,-1.779,3.012,-1.743,-1.274,1.013,-6.503,NA,-0.958,-1.06,NA,-1.484,-2.542,-1.824,NA,-0.475,-3.744,-3.929,-4.761,-3.78,-3.084,-5.292,-1.623,NA,1.863,-0.654,-0.863,-1.607,-1.778,-3.205,-2.397,-3.465,-3.206,0.714,-2.612,-5.537,-1.803,-1.18,-1.575,-4.421,-1.787,-0.06,2.032,-1.066,0.853,-2.646,0.331,0.099,1.857,0.857,-1.891,-4.964,-2.698,-3.42,-2.305,-2.287,0.776,1.691,-6.674,-3.187,1.154,-3.89,-3.127,-3.537,0.82,-0.016,-4.577,-2.28,-0.404,-3.061,1.282,-2.913,-2.226,1.619,-3.053,-3.156,NA,-2.033,-1.111,0.681,-3.916,-0.084,0.804
"90",1939,-4.269,-6.816,-0.019,-2.818,-3.179,-3.182,1.96,-0.03,-4.611,-0.414,-2.037,-2.705,2.79,-1.783,-1.497,1.125,-8.297,NA,-3.021,-1.135,-1.57,-2.049,-3.472,-2.559,NA,-0.371,-3.181,-4.174,-5.809,-4.672,-3.709,-4.75,-1.193,NA,1.71,-1.127,-0.456,-1.339,-2.192,-3.177,-3.193,-3.379,-3.042,-0.435,-3.002,-6.331,-1.989,-1.322,-2.608,-5.07,-2.71,0.334,2.075,-1.023,0.441,-3.378,0.148,0.042,1.617,-0.225,-1.982,-5.23,-2.682,-4.605,-2.728,-2.819,1.16,0.044,-6.065,-4.586,0.278,-4.262,-3.947,-3.186,-1.94,-1.057,-5.54,-2.158,-0.997,-2.847,1.507,-3.271,-0.95,1.64,-2.655,-2.025,NA,-2.457,-2.265,-0.014,-4.362,-0.684,-0.055
"91",1940,-4.024,-5.416,0.052,-2.82,-2.511,-1.068,2.561,0.855,-2.909,-0.265,-1.746,-2.965,1.441,-0.396,-1.435,2.98,-8.858,NA,-1.578,-1.204,-1.714,-2.765,-3.132,-2.643,NA,-0.963,-2.626,-3.084,-6.351,-4.002,-4.385,-3.643,0.681,NA,3.988,-0.98,-0.091,-0.927,-0.259,-2.218,-2.494,-2.941,-2.81,0.611,-2.703,-5.932,-1.768,-0.68,-3.308,-4.655,-4.087,0.543,3.775,-0.617,0.946,-3.307,0.76,1.035,1.663,0.45,-1.746,-5.191,-2.939,-3.378,-3.091,-0.918,2.224,1.619,-5.589,-5.058,0.566,-5.073,-4.026,-2.943,-1.186,-0.257,-4.652,-1.575,-1.013,-3.243,0.824,-3.449,0.413,3.848,-1.483,-0.727,-0.877,-1.215,-2.075,0.645,-2.843,-1.128,-0.624
"92",1941,-2.805,-5.086,0.787,-2.352,-2.318,0.349,3.796,1.316,-0.788,0.272,-1.294,-1.776,2.061,-0.147,0.993,2.546,-6.528,NA,-1.609,-0.764,-0.863,-1.896,-3.532,-3.313,NA,-0.473,-2.329,-3.149,-5.584,-2.564,-3.996,-3.921,1.541,NA,3.504,-2.294,0.479,-0.962,0.105,-1.75,-2.797,-2.444,-2.909,0.873,-1.818,-5.385,-1.065,-0.174,-2.538,-4.946,-3.196,1.38,2.618,1.244,1.457,-4.032,1.057,0.166,0.566,-1.113,-0.785,-4.941,-2.489,-3.985,-1.653,-1.379,1.811,1.071,-6.176,-4.245,0.861,-4.643,-4.432,-3.282,-0.736,-0.123,-2.231,-1.42,-0.486,-1.357,2.875,-2.512,0.689,3.509,-1.02,-0.859,-0.651,-0.729,-1.995,1.425,-2.984,-0.351,-0.01
"93",1942,-3.305,-4.965,0.618,-3.556,-1.147,1.907,3.564,1.444,0.164,0.163,-0.661,-1.472,1.455,1.382,-0.973,2.794,-7.337,NA,-1.645,-0.625,0.268,-1.821,-3.152,-3.369,NA,-0.412,-1.369,-2.371,-4.279,-1.881,-3.89,-3.201,1.767,NA,3.214,-2.206,0.153,-0.23,0.383,-0.871,-3.101,-1.727,-2.507,-0.162,-1.902,-3.99,-1.174,-0.353,-2.014,-5.796,-2.002,1.517,3.412,0.838,1.304,-3.763,1.515,0.271,0.125,-1.093,-0.955,-4.289,-2.026,-3.955,-2.113,0.222,1.664,1.528,-5.222,-4.397,0.838,-3.402,-5.22,-4.323,-2.042,0.166,-1.094,-2.196,0.613,-1.309,1.007,-2.561,2.099,4.9,-1.167,-1.166,0.589,0.245,-1.643,2.601,-1.921,0.344,1.233
"94",1943,-3.816,-4.883,0.896,-3.351,-0.902,2.409,3.949,1.599,0.191,0.261,-0.965,-1.405,0.937,0.431,-2.197,1.294,-8.097,NA,-0.789,-0.428,-0.143,-1.371,-3.092,-4.212,NA,0.576,-1.047,-1.037,-3.243,-2.289,-3.483,-4.303,-1.54,NA,1.593,-3.652,0.083,0.162,0.864,-1.61,-2.114,-1.821,-2.601,-0.232,-1.686,-3.963,-1.419,-0.666,-2.315,-5.523,-2.279,1.61,2.417,0.837,0.927,-2.679,-0.164,-0.285,1.339,0.18,-0.807,-3.392,-1.262,-3.949,-2.474,-0.335,0.204,0.25,-4.169,-3.438,1.11,-2.827,-6.735,-5.617,-2.819,0.453,0.389,-2.101,0.994,-0.693,1.084,-2.482,2.955,4.901,-1.295,-3.163,1.324,-1.229,-2.105,2.47,-2.153,0.149,0.94
"95",1944,-3.123,-4.043,1.135,NA,0.579,3.539,4.225,1.67,0.661,0.167,-0.555,-0.622,-1.224,2.33,0.216,0.41,-6.23,NA,-1.327,-0.445,-0.382,-1.199,-2.684,-3.612,NA,0.929,-0.247,-0.015,-1.563,-0.041,-1.333,-3.037,-0.267,NA,1.05,-3.278,-0.047,0.615,1.352,-1.794,-1.807,-1.186,-1.843,1.111,-1.271,-1.714,-0.951,-0.664,-1.002,-3.924,-1.786,1.737,2.487,1.276,1.184,-1.983,-0.647,-0.759,1.199,1.739,0.37,-1.751,-0.096,-3.062,-2.013,0.551,0.32,-0.132,-2.481,-2.704,1.87,-1.258,-5.996,-4.173,-3.035,1.007,1.645,-0.561,0.542,0.334,2.286,-1.777,2.991,4.342,-1.631,-4.536,0.875,-1.594,-1.707,1.788,-2.344,0.941,1.353
"96",1945,-1.561,-3.093,0.531,NA,2.823,3.471,4.054,1.219,2.214,0.233,-0.92,-0.467,0.07,2.329,2.183,0.736,-5.022,NA,-0.143,-0.01,-0.164,-1.712,-2.711,-2.536,NA,1.152,0.376,-0.069,-1.459,0.643,-1.817,-2.65,0.566,NA,0.559,-1.842,0.288,0.963,2.119,-1.997,-1.297,-1.217,-1.505,2.45,-0.602,-1.574,-0.614,-0.224,-1.11,-3.128,-1.634,2.132,3.173,0.91,0.713,-0.538,0.466,-0.025,2.478,2.549,-0.021,-2.042,-0.716,-2.5,-0.515,1.929,0.352,1.647,-1.136,-2.845,1.182,-1.414,-4.8,-3.62,-2.468,-0.24,2.309,-1.283,-0.343,0.504,1.632,-1.04,4.098,2.612,-0.975,-3.647,1.318,-1.469,-1.606,1.947,-1.638,1.156,1.235
"97",1946,-1.215,-1.043,0.69,NA,6.117,2.44,3.9,0.872,2.005,0.256,-1.379,-0.227,0.95,4.09,2.413,-0.013,-4.683,NA,-1.888,-0.003,0.935,-1.547,-2.531,-2.775,NA,NA,0.95,0.46,-0.602,1.13,-0.152,-1.241,4.345,NA,-0.136,-2.662,0.44,0.507,1.705,-2.436,-1.466,-0.167,-0.851,2.947,0.75,-0.569,-0.459,-0.118,0.118,-2.217,-0.686,2.322,1.773,0.891,1.019,-0.584,-0.681,-1.003,1.094,-0.055,0.592,-0.957,0.272,-2.208,0.811,1.006,0.317,0.487,0.391,-5.717,1.28,-0.348,-3.977,-2.048,-1.647,0.866,5.094,0.441,0.438,0.612,0.895,-1.118,3.23,0.594,-0.737,-2.722,2.438,-2.415,-1.666,2.387,-0.932,1.038,1.634
"98",1947,-1.124,0.835,0.475,NA,5.851,1.11,2.511,0.203,0.055,0.22,-0.799,NA,2.045,4.364,5.264,-1.827,-3.105,NA,-0.97,-0.255,1.098,-0.6,-1.308,-3.363,NA,NA,2.001,1.564,1.259,1.901,0.388,-2.207,3.714,-1.643,-0.591,-3.194,-0.076,0.635,2.322,-2.114,-1.213,-0.318,-1.536,3.173,0.325,1.588,-0.203,-0.136,0.793,-0.949,-0.077,2.011,0.576,0.424,0.603,0.257,-1.899,-1.633,1.405,0.069,1.318,-1.083,0.496,-2.492,2.108,0.238,1.023,-0.881,1.563,-5.277,1.076,0.005,-4.62,-2.809,-2.198,-0.009,5.377,0.488,1.359,0.456,0.911,-0.727,1.15,-0.919,-0.772,-3.256,2.451,-1.751,-1.112,2.898,-0.319,1.385,1.883
"99",1948,1.189,5.132,0.309,NA,4.374,0.844,0.554,-0.548,-0.535,0.296,-1.647,NA,2.511,8.954,5.24,0.418,0.349,NA,1.811,-0.698,0.485,-1.445,-1.633,-3.772,-1.031,NA,0.573,1.79,1.43,2.325,0.274,-1.582,3.508,-2.521,1.401,-4.06,-0.757,-0.613,1.94,-2.463,-1.146,-1.598,-1.626,3.945,0.256,0.986,-0.57,-0.902,0.691,-1.007,-0.675,1.57,-0.981,0.446,0.492,0.359,-2.061,-1.906,2.664,1.749,1.173,-0.875,0.644,-1.488,2.331,0.772,1.237,-0.726,1.877,-3.733,0.891,0.039,-4.1,-0.781,-0.666,0.029,3.778,0.076,1.448,0.984,-0.913,-0.585,1.45,0.443,0.725,-0.985,-0.651,-3.347,-2.485,0.884,-0.881,1.205,1.327
"100",1949,0.575,7.595,-0.013,NA,5.759,1.089,0.411,-0.691,-0.914,0.5,-0.851,NA,2.164,9.956,5.9,0.35,0.869,NA,1.664,-0.763,0.932,-0.895,-1.01,-3.476,-0.059,NA,0.735,1.272,3.77,3.571,0.951,-1.559,4.473,-3.123,1.076,-4.16,-0.622,-0.331,2.683,-2.868,-0.342,-1.534,-0.277,4.84,1.663,1.709,-0.613,-0.969,1.061,0.123,0.741,1.414,-1.198,0.589,0.488,0.479,-2.294,-2.45,1.373,1.66,0.739,-0.022,0.921,-0.083,2.545,0.99,0.745,-0.522,2.019,-3.304,0.434,0.28,-3.139,-0.54,1.526,2.227,6.523,2.21,2.502,1.396,-0.212,0.15,0.435,0.746,0.963,-0.873,-0.654,-3.213,-1.624,0.984,-0.597,1.842,2.262
"101",1950,0.638,8.655,-0.465,NA,5.924,0.224,-0.852,-1.059,0.293,0.02,-0.661,NA,3.49,7.563,7.145,1.119,2.809,NA,0.673,-0.741,1.849,0.102,0.291,-0.833,2.977,NA,0.578,0.704,4.814,2.442,NA,0.885,3.045,-4.208,0.767,-4.489,-0.731,-0.088,2.551,-2.367,0.311,-2.227,1.171,3.856,2.067,1.453,-0.417,-1.135,1.283,0.476,1.778,1.306,-2.055,0.872,-0.438,1.664,-3.112,-2.133,1.719,0.953,1.289,0.052,1.091,1.026,2.417,1.667,0.331,-1.453,4.122,-1.669,-0.106,0.647,-0.414,2.03,3.297,1.134,6.213,1.467,1.535,2.352,0.415,0.007,0.468,1.195,0.907,1.165,-1.26,-3.21,-0.931,0.787,-0.737,2.13,2.207
"102",1951,-0.16,8.915,-0.95,NA,7.356,-1.003,-2.547,-1.764,-0.415,-0.614,-0.486,NA,2.448,7.918,5.35,2.336,3.145,NA,1.956,-0.753,1.328,0.954,1.077,0.54,4.755,NA,1.829,0.711,5.229,2.705,NA,2.923,1.719,-1.132,1.874,-2.879,-0.913,0.821,2.495,-1.945,1.744,-1.467,1.877,2.919,2.355,1.413,-0.634,-0.787,1.494,1.599,3.23,0.845,0.377,-1.729,-1.488,2.883,-2.64,-0.065,1.227,1.036,0.763,0.009,0.721,1.9,1.571,2.745,0.991,-0.651,5.466,-1.709,0.905,1.369,2.191,4.003,4.5,0.944,2.737,0.687,0.013,1.16,-2.979,-0.122,1.136,2.148,1.003,1.719,-0.974,-2.817,-1.309,0.842,-0.044,1.467,2.03
"103",1952,-1.084,8.715,-0.342,NA,5.841,-0.625,-0.892,-0.907,-0.367,-0.681,-0.788,NA,3.119,4.991,5.9,1.876,3.123,NA,0.814,-1.279,0.031,0.557,0.34,0.655,4.565,NA,0.998,0.185,3.305,1.674,NA,1.736,1.46,-1.024,2.863,-3.065,-1.03,-0.181,1.711,-2.947,1.174,-2.156,1.722,1.933,0.987,0.772,-0.729,-1.405,0.781,2.048,1.692,0.871,-0.083,-2.342,-1.504,1.93,-3.335,-0.089,1.613,0.64,0.297,-0.321,-0.153,2.464,0.322,2.327,1.27,-0.732,4.843,-1.684,0.049,-0.243,1.913,3.46,3.798,-0.278,1.916,-1.371,-1.222,0.213,-4.366,0.064,0.758,2.023,0.861,0.987,-2.594,-2.757,-0.968,0.022,-0.856,1.095,0.913
"104",1953,0.262,9.263,-1.047,NA,5.719,-1.119,-2.741,-1.115,1.4,-0.508,-0.268,NA,4.348,10.234,7.903,3.582,4.565,-0.122,1.409,-0.891,-0.807,-0.225,0.095,1.165,3.327,NA,1.301,-1.116,2.676,1.362,NA,1.494,3.052,-0.296,4.013,-0.517,-1.01,-0.003,0.346,-3.12,0.256,-1.636,2.729,2.636,-1.115,0.127,-0.766,-1.109,1.272,1.688,1.622,0.839,1.186,-2.396,-1.758,1.328,-2.489,0.857,1.009,0.138,0.479,-0.786,-0.085,2.098,0.912,1.978,2.406,-0.198,4.39,-0.008,0.709,-0.022,2.256,5.056,4.311,-0.573,0.407,-1.999,-1.495,-0.32,-4.24,0.206,0.618,2.698,1.218,3.435,-2.908,-2.548,-0.665,0.567,-0.786,1.281,1.042
"105",1954,-2.186,6.501,-1.442,-2.723,3.891,-1.222,-3.115,-1.02,2.068,-0.292,-0.82,NA,5.181,5.278,4.28,2.18,1.747,-1.953,0.639,-1.12,-1.469,-0.005,2.001,0.861,3.621,NA,0.872,-0.949,1.269,-0.835,NA,0.71,0.94,0.752,2.257,2.008,-1.225,-0.57,0.995,-1.879,1.14,-2.176,2.303,-1.132,-0.989,-2.085,-1.001,-0.743,0.571,1.101,0.819,0.118,1.777,-2.513,-2.262,1.317,-3.432,1.414,0.044,-1.841,0.262,-2.506,-0.263,2.439,-0.876,1.525,1.858,-0.804,4.524,-1.579,-0.043,-1.33,1.84,3.162,4.052,-2.522,-1.869,-2.805,-2.538,-1.291,-5.181,-0.4,0.012,1.888,1.779,5.577,-1.853,-1.494,-0.375,0.75,-0.373,-0.035,0.519
